Country Name,Country Code,Series Name,Series Code,YR2023
Romania,ROU,"Population ages 80 and above, female",SP.POP.80UP.FE,532092
Romania,ROU,"Population ages 80 and above, male",SP.POP.80UP.MA,258155
Romania,ROU,"Population, female",SP.POP.TOTL.FE.IN,9657600
Romania,ROU,"Population, male",SP.POP.TOTL.MA.IN,9057214
Romania,ROU,"Population, total",SP.POP.TOTL,18714814
Romania,ROU,Urban population,SP.URB.TOTL,10231763
Russian Federation,RUS,"Population ages 0-14, female",SP.POP.0014.FE.IN,12289063
Russian Federation,RUS,"Population ages 0-14, male",SP.POP.0014.MA.IN,12966074
Russian Federation,RUS,"Population ages 15-64, female",SP.POP.1564.FE.IN,49210696
Russian Federation,RUS,"Population ages 15-64, male",SP.POP.1564.MA.IN,46024588
Russian Federation,RUS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,7758554
Russian Federation,RUS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,15466738
Russian Federation,RUS,"Population ages 80 and above, female",SP.POP.80UP.FE,3811015
Russian Federation,RUS,"Population ages 80 and above, male",SP.POP.80UP.MA,1185032
Russian Federation,RUS,"Population, female",SP.POP.TOTL.FE.IN,76966496
Russian Federation,RUS,"Population, male",SP.POP.TOTL.MA.IN,66749216
Russian Federation,RUS,"Population, total",SP.POP.TOTL,143715712
Russian Federation,RUS,Urban population,SP.URB.TOTL,108262483
Rwanda,RWA,"Population ages 0-14, female",SP.POP.0014.FE.IN,2656497
Rwanda,RWA,"Population ages 0-14, male",SP.POP.0014.MA.IN,2708849
Rwanda,RWA,"Population ages 15-64, female",SP.POP.1564.FE.IN,4260811
Rwanda,RWA,"Population ages 15-64, male",SP.POP.1564.MA.IN,4007571
Rwanda,RWA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,184841
Rwanda,RWA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,276114
Rwanda,RWA,"Population ages 80 and above, female",SP.POP.80UP.FE,39078
Rwanda,RWA,"Population ages 80 and above, male",SP.POP.80UP.MA,20409
Rwanda,RWA,"Population, female",SP.POP.TOTL.FE.IN,7193422
Rwanda,RWA,"Population, male",SP.POP.TOTL.MA.IN,6901261
Rwanda,RWA,"Population, total",SP.POP.TOTL,14094683
Rwanda,RWA,Urban population,SP.URB.TOTL,2521821
Samoa,WSM,"Population ages 0-14, female",SP.POP.0014.FE.IN,40664
Samoa,WSM,"Population ages 0-14, male",SP.POP.0014.MA.IN,43863
Samoa,WSM,"Population ages 15-64, female",SP.POP.1564.FE.IN,63468
Samoa,WSM,"Population ages 15-64, male",SP.POP.1564.MA.IN,65634
Samoa,WSM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,5561
Samoa,WSM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,6490
Samoa,WSM,"Population ages 80 and above, female",SP.POP.80UP.FE,1193
Samoa,WSM,"Population ages 80 and above, male",SP.POP.80UP.MA,653
Samoa,WSM,"Population, female",SP.POP.TOTL.FE.IN,110622
Samoa,WSM,"Population, male",SP.POP.TOTL.MA.IN,115059
Samoa,WSM,"Population, total",SP.POP.TOTL,225681
Samoa,WSM,Urban population,SP.URB.TOTL,39512
San Marino,SMR,"Population ages 0-14, female",SP.POP.0014.FE.IN,2004
San Marino,SMR,"Population ages 0-14, male",SP.POP.0014.MA.IN,2133
San Marino,SMR,"Population ages 15-64, female",SP.POP.1564.FE.IN,11406
San Marino,SMR,"Population ages 15-64, male",SP.POP.1564.MA.IN,11061
San Marino,SMR,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,3186
San Marino,SMR,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,3851
San Marino,SMR,"Population ages 80 and above, female",SP.POP.80UP.FE,1154
San Marino,SMR,"Population ages 80 and above, male",SP.POP.80UP.MA,790
San Marino,SMR,"Population, female",SP.POP.TOTL.FE.IN,17261
San Marino,SMR,"Population, male",SP.POP.TOTL.MA.IN,16381
San Marino,SMR,"Population, total",SP.POP.TOTL,33642
San Marino,SMR,Urban population,SP.URB.TOTL,32914
Sao Tome and Principe,STP,"Population ages 0-14, female",SP.POP.0014.FE.IN,44849
Sao Tome and Principe,STP,"Population ages 0-14, male",SP.POP.0014.MA.IN,45413
Sao Tome and Principe,STP,"Population ages 15-64, female",SP.POP.1564.FE.IN,66589
Sao Tome and Principe,STP,"Population ages 15-64, male",SP.POP.1564.MA.IN,66247
Sao Tome and Principe,STP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,3941
Sao Tome and Principe,STP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,4816
Sao Tome and Principe,STP,"Population ages 80 and above, female",SP.POP.80UP.FE,1069
Sao Tome and Principe,STP,"Population ages 80 and above, male",SP.POP.80UP.MA,586
Sao Tome and Principe,STP,"Population, female",SP.POP.TOTL.FE.IN,116254
Sao Tome and Principe,STP,"Population, male",SP.POP.TOTL.MA.IN,115601
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,231856
Sao Tome and Principe,STP,Urban population,SP.URB.TOTL,177140
Saudi Arabia,SAU,"Population ages 0-14, female",SP.POP.0014.FE.IN,4611136
Saudi Arabia,SAU,"Population ages 0-14, male",SP.POP.0014.MA.IN,4846228
Saudi Arabia,SAU,"Population ages 15-64, female",SP.POP.1564.FE.IN,10566178
Saudi Arabia,SAU,"Population ages 15-64, male",SP.POP.1564.MA.IN,15796174
Saudi Arabia,SAU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,603735
Saudi Arabia,SAU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,523574
Saudi Arabia,SAU,"Population ages 80 and above, female",SP.POP.80UP.FE,90419
Saudi Arabia,SAU,"Population ages 80 and above, male",SP.POP.80UP.MA,81827
Saudi Arabia,SAU,"Population, female",SP.POP.TOTL.FE.IN,15700888
Saudi Arabia,SAU,"Population, male",SP.POP.TOTL.MA.IN,21246137
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,36947025
Saudi Arabia,SAU,Urban population,SP.URB.TOTL,31386498
Senegal,SEN,"Population ages 0-14, female",SP.POP.0014.FE.IN,3609953
Senegal,SEN,"Population ages 0-14, male",SP.POP.0014.MA.IN,3697308
Senegal,SEN,"Population ages 15-64, female",SP.POP.1564.FE.IN,5085420
Senegal,SEN,"Population ages 15-64, male",SP.POP.1564.MA.IN,4813497
Senegal,SEN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,226684
Senegal,SEN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,330301
Senegal,SEN,"Population ages 80 and above, female",SP.POP.80UP.FE,41338
Senegal,SEN,"Population ages 80 and above, male",SP.POP.80UP.MA,24555
Senegal,SEN,"Population, female",SP.POP.TOTL.FE.IN,9025674
Senegal,SEN,"Population, male",SP.POP.TOTL.MA.IN,8737489
Senegal,SEN,"Population, total",SP.POP.TOTL,17763163
Senegal,SEN,Urban population,SP.URB.TOTL,8806799
Serbia,SRB,"Population ages 0-14, female",SP.POP.0014.FE.IN,464691
Serbia,SRB,"Population ages 0-14, male",SP.POP.0014.MA.IN,496384
Serbia,SRB,"Population ages 15-64, female",SP.POP.1564.FE.IN,2143882
Serbia,SRB,"Population ages 15-64, male",SP.POP.1564.MA.IN,2147570
Serbia,SRB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,522785
Serbia,SRB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,829676
Serbia,SRB,"Population ages 80 and above, female",SP.POP.80UP.FE,204236
Serbia,SRB,"Population ages 80 and above, male",SP.POP.80UP.MA,94654
Serbia,SRB,"Population, female",SP.POP.TOTL.FE.IN,3438249
Serbia,SRB,"Population, male",SP.POP.TOTL.MA.IN,3166740
Serbia,SRB,"Population, total",SP.POP.TOTL,6604989
Serbia,SRB,Urban population,SP.URB.TOTL,3772307
Seychelles,SYC,"Population ages 0-14, female",SP.POP.0014.FE.IN,13643
Seychelles,SYC,"Population ages 0-14, male",SP.POP.0014.MA.IN,14085
Seychelles,SYC,"Population ages 15-64, female",SP.POP.1564.FE.IN,37881
Seychelles,SYC,"Population ages 15-64, male",SP.POP.1564.MA.IN,44769
Seychelles,SYC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,4532
Seychelles,SYC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,5713
Seychelles,SYC,"Population ages 80 and above, female",SP.POP.80UP.FE,1295
Seychelles,SYC,"Population ages 80 and above, male",SP.POP.80UP.MA,505
Seychelles,SYC,"Population, female",SP.POP.TOTL.FE.IN,57237
Seychelles,SYC,"Population, male",SP.POP.TOTL.MA.IN,63386
Seychelles,SYC,"Population, total",SP.POP.TOTL,120622
Seychelles,SYC,Urban population,SP.URB.TOTL,70950
Sierra Leone,SLE,"Population ages 0-14, female",SP.POP.0014.FE.IN,1675970
Sierra Leone,SLE,"Population ages 0-14, male",SP.POP.0014.MA.IN,1712124
Sierra Leone,SLE,"Population ages 15-64, female",SP.POP.1564.FE.IN,2555062
Sierra Leone,SLE,"Population ages 15-64, male",SP.POP.1564.MA.IN,2570706
Sierra Leone,SLE,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,122856
Sierra Leone,SLE,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,154375
Sierra Leone,SLE,"Population ages 80 and above, female",SP.POP.80UP.FE,18148
Sierra Leone,SLE,"Population ages 80 and above, male",SP.POP.80UP.MA,11973
Sierra Leone,SLE,"Population, female",SP.POP.TOTL.FE.IN,4385407
Sierra Leone,SLE,"Population, male",SP.POP.TOTL.MA.IN,4405685
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,8791092
Sierra Leone,SLE,Urban population,SP.URB.TOTL,3894454
Singapore,SGP,"Population ages 0-14, female",SP.POP.0014.FE.IN,321300
Singapore,SGP,"Population ages 0-14, male",SP.POP.0014.MA.IN,342175
Singapore,SGP,"Population ages 15-64, female",SP.POP.1564.FE.IN,1922315
Singapore,SGP,"Population ages 15-64, male",SP.POP.1564.MA.IN,2173004
Singapore,SGP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,449864
Singapore,SGP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,465086
Singapore,SGP,"Population ages 80 and above, female",SP.POP.80UP.FE,85693
Singapore,SGP,"Population ages 80 and above, male",SP.POP.80UP.MA,53560
Singapore,SGP,"Population, female",SP.POP.TOTL.FE.IN,2708701
Singapore,SGP,"Population, male",SP.POP.TOTL.MA.IN,2965042
Singapore,SGP,"Population, total",SP.POP.TOTL,5673743
Singapore,SGP,Urban population,SP.URB.TOTL,5673743
Slovak Republic,SVK,"Population ages 0-14, female",SP.POP.0014.FE.IN,406013
Slovak Republic,SVK,"Population ages 0-14, male",SP.POP.0014.MA.IN,425771
Slovak Republic,SVK,"Population ages 15-64, female",SP.POP.1564.FE.IN,1776457
Slovak Republic,SVK,"Population ages 15-64, male",SP.POP.1564.MA.IN,1812256
Slovak Republic,SVK,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,364059
Slovak Republic,SVK,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,537632
Slovak Republic,SVK,"Population ages 80 and above, female",SP.POP.80UP.FE,121827
Slovak Republic,SVK,"Population ages 80 and above, male",SP.POP.80UP.MA,55396
Slovak Republic,SVK,"Population, female",SP.POP.TOTL.FE.IN,2720102
Slovak Republic,SVK,"Population, male",SP.POP.TOTL.MA.IN,2602086
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5322188
Slovak Republic,SVK,Urban population,SP.URB.TOTL,2875419
Slovenia,SVN,"Population ages 0-14, female",SP.POP.0014.FE.IN,153382
Slovenia,SVN,"Population ages 0-14, male",SP.POP.0014.MA.IN,162472
Slovenia,SVN,"Population ages 15-64, female",SP.POP.1564.FE.IN,641621
Slovenia,SVN,"Population ages 15-64, male",SP.POP.1564.MA.IN,701412
Slovenia,SVN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,197762
Slovenia,SVN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,254414
Slovenia,SVN,"Population ages 80 and above, female",SP.POP.80UP.FE,77646
Slovenia,SVN,"Population ages 80 and above, male",SP.POP.80UP.MA,41547
Slovenia,SVN,"Population, female",SP.POP.TOTL.FE.IN,1049417
Slovenia,SVN,"Population, male",SP.POP.TOTL.MA.IN,1061646
Slovenia,SVN,"Population, total",SP.POP.TOTL,2111064
Slovenia,SVN,Urban population,SP.URB.TOTL,1184054
Small states,SST,"Population ages 0-14, female",SP.POP.0014.FE.IN,6140191
Small states,SST,"Population ages 0-14, male",SP.POP.0014.MA.IN,6319396
Small states,SST,"Population ages 15-64, female",SP.POP.1564.FE.IN,13433576
Small states,SST,"Population ages 15-64, male",SP.POP.1564.MA.IN,15135557
Small states,SST,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1200282
Small states,SST,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1572383
Small states,SST,"Population ages 80 and above, female",SP.POP.80UP.FE,313953
Small states,SST,"Population ages 80 and above, male",SP.POP.80UP.MA,179864
Small states,SST,"Population, female",SP.POP.TOTL.FE.IN,21146149
Small states,SST,"Population, male",SP.POP.TOTL.MA.IN,22655234
Small states,SST,"Population, total",SP.POP.TOTL,43801385
Small states,SST,Urban population,SP.URB.TOTL,26472124
Solomon Islands,SLB,"Population ages 0-14, female",SP.POP.0014.FE.IN,138760
Solomon Islands,SLB,"Population ages 0-14, male",SP.POP.0014.MA.IN,149197
Solomon Islands,SLB,"Population ages 15-64, female",SP.POP.1564.FE.IN,210548
Solomon Islands,SLB,"Population ages 15-64, male",SP.POP.1564.MA.IN,216035
Solomon Islands,SLB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,12640
Solomon Islands,SLB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,13246
Solomon Islands,SLB,"Population ages 80 and above, female",SP.POP.80UP.FE,1836
Solomon Islands,SLB,"Population ages 80 and above, male",SP.POP.80UP.MA,1713
Solomon Islands,SLB,"Population, female",SP.POP.TOTL.FE.IN,362553
Solomon Islands,SLB,"Population, male",SP.POP.TOTL.MA.IN,377872
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,740424
Solomon Islands,SLB,Urban population,SP.URB.TOTL,192784
Somalia,SOM,"Population ages 0-14, female",SP.POP.0014.FE.IN,4205848
Somalia,SOM,"Population ages 0-14, male",SP.POP.0014.MA.IN,4331292
Somalia,SOM,"Population ages 15-64, female",SP.POP.1564.FE.IN,4584345
Somalia,SOM,"Population ages 15-64, male",SP.POP.1564.MA.IN,4558654
Somalia,SOM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,206574
Somalia,SOM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,256666
Somalia,SOM,"Population ages 80 and above, female",SP.POP.80UP.FE,28110
Somalia,SOM,"Population ages 80 and above, male",SP.POP.80UP.MA,18691
Somalia,SOM,"Population, female",SP.POP.TOTL.FE.IN,9046859
Somalia,SOM,"Population, male",SP.POP.TOTL.MA.IN,9096520
Somalia,SOM,"Population, total",SP.POP.TOTL,18143378
Somalia,SOM,Urban population,SP.URB.TOTL,8694307
South Africa,ZAF,"Population ages 0-14, female",SP.POP.0014.FE.IN,8397566
South Africa,ZAF,"Population ages 0-14, male",SP.POP.0014.MA.IN,8699373
South Africa,ZAF,"Population ages 15-64, female",SP.POP.1564.FE.IN,20207713
South Africa,ZAF,"Population ages 15-64, male",SP.POP.1564.MA.IN,19574594
South Africa,ZAF,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1178008
South Africa,ZAF,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2357239
South Africa,ZAF,"Population ages 80 and above, female",SP.POP.80UP.FE,448020
South Africa,ZAF,"Population ages 80 and above, male",SP.POP.80UP.MA,172747
South Africa,ZAF,"Population, female",SP.POP.TOTL.FE.IN,30962518
South Africa,ZAF,"Population, male",SP.POP.TOTL.MA.IN,29451976
South Africa,ZAF,"Population, total",SP.POP.TOTL,60414495
South Africa,ZAF,Urban population,SP.URB.TOTL,41576651
South Asia,SAS,"Population ages 0-14, female",SP.POP.0014.FE.IN,250020632
South Asia,SAS,"Population ages 0-14, male",SP.POP.0014.MA.IN,268970952
South Asia,SAS,"Population ages 15-64, female",SP.POP.1564.FE.IN,629797054
South Asia,SAS,"Population ages 15-64, male",SP.POP.1564.MA.IN,661994922
South Asia,SAS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,60368253
South Asia,SAS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,67602023
South Asia,SAS,"Population ages 80 and above, female",SP.POP.80UP.FE,10788437
South Asia,SAS,"Population ages 80 and above, male",SP.POP.80UP.MA,7928826
South Asia,SAS,"Population, female",SP.POP.TOTL.FE.IN,947419707
South Asia,SAS,"Population, male",SP.POP.TOTL.MA.IN,991334127
South Asia,SAS,"Population, total",SP.POP.TOTL,1938753833
South Asia,SAS,Urban population,SP.URB.TOTL,703971127
South Asia (IDA & IBRD),TSA,"Population ages 0-14, female",SP.POP.0014.FE.IN,250020632
South Asia (IDA & IBRD),TSA,"Population ages 0-14, male",SP.POP.0014.MA.IN,268970952
South Asia (IDA & IBRD),TSA,"Population ages 15-64, female",SP.POP.1564.FE.IN,629797054
South Asia (IDA & IBRD),TSA,"Population ages 15-64, male",SP.POP.1564.MA.IN,661994922
South Asia (IDA & IBRD),TSA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,60368253
South Asia (IDA & IBRD),TSA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,67602023
South Asia (IDA & IBRD),TSA,"Population ages 80 and above, female",SP.POP.80UP.FE,10788437
South Asia (IDA & IBRD),TSA,"Population ages 80 and above, male",SP.POP.80UP.MA,7928826
South Asia (IDA & IBRD),TSA,"Population, female",SP.POP.TOTL.FE.IN,947419707
South Asia (IDA & IBRD),TSA,"Population, male",SP.POP.TOTL.MA.IN,991334127
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1938753833
South Asia (IDA & IBRD),TSA,Urban population,SP.URB.TOTL,703971127
South Sudan,SSD,"Population ages 0-14, female",SP.POP.0014.FE.IN,2350838
South Sudan,SSD,"Population ages 0-14, male",SP.POP.0014.MA.IN,2413286
South Sudan,SSD,"Population ages 15-64, female",SP.POP.1564.FE.IN,3055104
South Sudan,SSD,"Population ages 15-64, male",SP.POP.1564.MA.IN,2943371
South Sudan,SSD,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,137243
South Sudan,SSD,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,188953
South Sudan,SSD,"Population ages 80 and above, female",SP.POP.80UP.FE,20588
South Sudan,SSD,"Population ages 80 and above, male",SP.POP.80UP.MA,11379
South Sudan,SSD,"Population, female",SP.POP.TOTL.FE.IN,5594895
South Sudan,SSD,"Population, male",SP.POP.TOTL.MA.IN,5493900
South Sudan,SSD,"Population, total",SP.POP.TOTL,11088796
South Sudan,SSD,Urban population,SP.URB.TOTL,2350270
Spain,ESP,"Population ages 0-14, female",SP.POP.0014.FE.IN,3117117
Spain,ESP,"Population ages 0-14, male",SP.POP.0014.MA.IN,3310046
Spain,ESP,"Population ages 15-64, female",SP.POP.1564.FE.IN,15648401
Spain,ESP,"Population ages 15-64, male",SP.POP.1564.MA.IN,15759334
Spain,ESP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,4327431
Spain,ESP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,5570303
Spain,ESP,"Population ages 80 and above, female",SP.POP.80UP.FE,1849653
Spain,ESP,"Population ages 80 and above, male",SP.POP.80UP.MA,1116431
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN,24335821
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN,23396811
Spain,ESP,"Population, total",SP.POP.TOTL,47732632
Spain,ESP,Urban population,SP.URB.TOTL,38926916
Sri Lanka,LKA,"Population ages 0-14, female",SP.POP.0014.FE.IN,2447444
Sri Lanka,LKA,"Population ages 0-14, male",SP.POP.0014.MA.IN,2537851
Sri Lanka,LKA,"Population ages 15-64, female",SP.POP.1564.FE.IN,7506696
Sri Lanka,LKA,"Population ages 15-64, male",SP.POP.1564.MA.IN,7098882
Sri Lanka,LKA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1070166
Sri Lanka,LKA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1580265
Sri Lanka,LKA,"Population ages 80 and above, female",SP.POP.80UP.FE,287743
Sri Lanka,LKA,"Population ages 80 and above, male",SP.POP.80UP.MA,130657
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,11534405
Sri Lanka,LKA,"Population, male",SP.POP.TOTL.MA.IN,10706899
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,22241304
Sri Lanka,LKA,Urban population,SP.URB.TOTL,4272777
St. Kitts and Nevis,KNA,"Population ages 0-14, female",SP.POP.0014.FE.IN,4553
St. Kitts and Nevis,KNA,"Population ages 0-14, male",SP.POP.0014.MA.IN,4631
St. Kitts and Nevis,KNA,"Population ages 15-64, female",SP.POP.1564.FE.IN,17389
St. Kitts and Nevis,KNA,"Population ages 15-64, male",SP.POP.1564.MA.IN,16123
St. Kitts and Nevis,KNA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2280
St. Kitts and Nevis,KNA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2780
St. Kitts and Nevis,KNA,"Population ages 80 and above, female",SP.POP.80UP.FE,517
St. Kitts and Nevis,KNA,"Population ages 80 and above, male",SP.POP.80UP.MA,300
St. Kitts and Nevis,KNA,"Population, female",SP.POP.TOTL.FE.IN,24721
St. Kitts and Nevis,KNA,"Population, male",SP.POP.TOTL.MA.IN,23034
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,47755
St. Kitts and Nevis,KNA,Urban population,SP.URB.TOTL,14850
St. Lucia,LCA,"Population ages 0-14, female",SP.POP.0014.FE.IN,15756
St. Lucia,LCA,"Population ages 0-14, male",SP.POP.0014.MA.IN,16231
St. Lucia,LCA,"Population ages 15-64, female",SP.POP.1564.FE.IN,65714
St. Lucia,LCA,"Population ages 15-64, male",SP.POP.1564.MA.IN,65436
St. Lucia,LCA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,7391
St. Lucia,LCA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,9722
St. Lucia,LCA,"Population ages 80 and above, female",SP.POP.80UP.FE,1822
St. Lucia,LCA,"Population ages 80 and above, male",SP.POP.80UP.MA,1025
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,91192
St. Lucia,LCA,"Population, male",SP.POP.TOTL.MA.IN,89058
St. Lucia,LCA,"Population, total",SP.POP.TOTL,180251
St. Lucia,LCA,Urban population,SP.URB.TOTL,34558
St. Vincent and the Grenadines,VCT,"Population ages 0-14, female",SP.POP.0014.FE.IN,11077
St. Vincent and the Grenadines,VCT,"Population ages 0-14, male",SP.POP.0014.MA.IN,11428
St. Vincent and the Grenadines,VCT,"Population ages 15-64, female",SP.POP.1564.FE.IN,34124
St. Vincent and the Grenadines,VCT,"Population ages 15-64, male",SP.POP.1564.MA.IN,35691
St. Vincent and the Grenadines,VCT,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,5593
St. Vincent and the Grenadines,VCT,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,5786
St. Vincent and the Grenadines,VCT,"Population ages 80 and above, female",SP.POP.80UP.FE,1264
St. Vincent and the Grenadines,VCT,"Population ages 80 and above, male",SP.POP.80UP.MA,1047
St. Vincent and the Grenadines,VCT,"Population, female",SP.POP.TOTL.FE.IN,50986
St. Vincent and the Grenadines,VCT,"Population, male",SP.POP.TOTL.MA.IN,52713
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,103698
St. Vincent and the Grenadines,VCT,Urban population,SP.URB.TOTL,56307
Sub-Saharan Africa,SSF,"Population ages 0-14, female",SP.POP.0014.FE.IN,255194233
Sub-Saharan Africa,SSF,"Population ages 0-14, male",SP.POP.0014.MA.IN,260849662
Sub-Saharan Africa,SSF,"Population ages 15-64, female",SP.POP.1564.FE.IN,346402762
Sub-Saharan Africa,SSF,"Population ages 15-64, male",SP.POP.1564.MA.IN,341604856
Sub-Saharan Africa,SSF,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,16473786
Sub-Saharan Africa,SSF,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,21376274
Sub-Saharan Africa,SSF,"Population ages 80 and above, female",SP.POP.80UP.FE,2903484
Sub-Saharan Africa,SSF,"Population ages 80 and above, male",SP.POP.80UP.MA,1807713
Sub-Saharan Africa,SSF,"Population, female",SP.POP.TOTL.FE.IN,622973266
Sub-Saharan Africa,SSF,"Population, male",SP.POP.TOTL.MA.IN,618928298
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,1241901564
Sub-Saharan Africa,SSF,Urban population,SP.URB.TOTL,532902983
Sub-Saharan Africa (excluding high income),SSA,"Population ages 0-14, female",SP.POP.0014.FE.IN,255180590
Sub-Saharan Africa (excluding high income),SSA,"Population ages 0-14, male",SP.POP.0014.MA.IN,260835577
Sub-Saharan Africa (excluding high income),SSA,"Population ages 15-64, female",SP.POP.1564.FE.IN,346364881
Sub-Saharan Africa (excluding high income),SSA,"Population ages 15-64, male",SP.POP.1564.MA.IN,341560087
Sub-Saharan Africa (excluding high income),SSA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,16469254
Sub-Saharan Africa (excluding high income),SSA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,21370561
Sub-Saharan Africa (excluding high income),SSA,"Population ages 80 and above, female",SP.POP.80UP.FE,2902189
Sub-Saharan Africa (excluding high income),SSA,"Population ages 80 and above, male",SP.POP.80UP.MA,1807208
Sub-Saharan Africa (excluding high income),SSA,"Population, female",SP.POP.TOTL.FE.IN,622916029
Sub-Saharan Africa (excluding high income),SSA,"Population, male",SP.POP.TOTL.MA.IN,618864912
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,1241780942
Sub-Saharan Africa (excluding high income),SSA,Urban population,SP.URB.TOTL,532832033
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 0-14, female",SP.POP.0014.FE.IN,255194233
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 0-14, male",SP.POP.0014.MA.IN,260849662
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 15-64, female",SP.POP.1564.FE.IN,346402762
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 15-64, male",SP.POP.1564.MA.IN,341604856
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,16473786
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,21376274
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 80 and above, female",SP.POP.80UP.FE,2903484
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 80 and above, male",SP.POP.80UP.MA,1807713
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, female",SP.POP.TOTL.FE.IN,622973266
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, male",SP.POP.TOTL.MA.IN,618928298
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,1241901564
Sub-Saharan Africa (IDA & IBRD countries),TSS,Urban population,SP.URB.TOTL,532902983
Sudan,SDN,"Population ages 0-14, female",SP.POP.0014.FE.IN,9657528
Sudan,SDN,"Population ages 0-14, male",SP.POP.0014.MA.IN,9925805
Sudan,SDN,"Population ages 15-64, female",SP.POP.1564.FE.IN,13478852
Sudan,SDN,"Population ages 15-64, male",SP.POP.1564.MA.IN,13328647
